all_indexed_docIDs:104292008,108308108,12308095,13395552,13900194,14096841,14717992,15280949,173990671,174797767,17711681,182952687,18362887,1890353,189856873,20038688,203641746,203836948,204907203,208910151,209531816,210911499,211082893,211126562,211132391,211549689,213969759,219558760,219708206,219721074,219792420,220769181,221376626,221508448,222124972,222133372,222208633,222379753,223953610,226254532,227162606,228063930,228376209,229924317,231740484,231749906,231847109,231918454,231918471,231934149,232046055,232257793,232307359,234358843,235293845,235417023,235795764,235828929,236087352,237532682,238198466,238215654,238407774,238408001,238408308,238408406,238419359,238582721,238583252,238634584,238857129,239009452,239016615,239049633,240070335,243756979,244117789,244920632,245117682,245123905,245335427,245906072,246294808,246430476,246431014,246634167,246634506,246822414,247058853,247222761,247222973,247292326,247450846,247518687,247570285,247595263,247628166,247741267,247741535,247996981,248887351,248887644,249191952,249209856,249209990,249395483,249461537,249538336,249538415,250113584,251320393,251320459,251320513,251554821,252089864,252544861,252596087,252596252,252683543,252693109,252715596,252715693,252735281,252762275,252815807,252846202,252918439,253080708,253224274,253255190,253510295,253523474,253553242,254044338,254198988,254221022,254926490,255749563,256105083,256416103,256503523,256615681,256900870,257038864,257232422,257254919,257632050,257636556,257687205,257757426,257766959,257913782,258041281,258108073,258436870,258480011,258741298,258832670,258833272,258833682,258865444,258865597,258887582,258947377,258999763,259075246,259075723,259108646,259138821,259165244,259165262,259203115,259203325,259298238,259342096,259360601,259375870,259841489,259847777,259924554,260125817,260154786,260164542,260316137,260378901,260378993,260886874,260887189,261076339,261100891,261276856,261530996,261557296,261582259,261682321,262013288,262054014,262828485,262944419,263152829,263311025,263334074,263334567,263334587,263334596,263605851,263606194,263608672,263609164,263610128,263620293,263671662,263829270,263829348,263829780,263829872,263829977,263830433,263830786,263831485,263831492,263831863,263834884,263889455,263909212,263909278,263909429,263909549,264128166,264147017,264147054,264172174,264172668,264172845,264172935,264288700,264288929,264289064,264306002,264306022,264306078,264306111,264406064,264426013,264426077,264438904,264438909,264439509,264490587,264555202,264555382,264802494,264825357,264825424,264825556,27494814,3290366,33513311,3464416,3484654,3508638,3509777,3516266,3522489,3524184,3532296,3557557,43968607,44084312,44119895,47015748,4737664,48352800,49667762,51559,52890982,52893258,52898806,52909341,52909749,52920181,52944914,52947902,53208122,53327717,53729760,53951481,57825721,5834589,58554701,58981389,59317031,60441438,67855552,67856213,7167114,8394195,86393936,9725544,997870
referential 3 4.605170185988092 468112
referents 2 5.0106352940962555 468140
referred 6 3.912023005428146 468160
referring 2 5.0106352940962555 468212
refers 4 4.31748811353631 468232
refine 2 5.0106352940962555 468268
refinement 6 3.912023005428146 468288
refines 2 5.0106352940962555 468340
reflect 6 3.912023005428146 468360
reflected 2 5.0106352940962555 468412
reflects 2 5.0106352940962555 468432
reformulate 2 5.0106352940962555 468452
reformulating 2 5.0106352940962555 468472
regard 6 3.912023005428146 468492
regarding 14 3.0647251450409425 468544
regardless 4 4.31748811353631 468660
regime 19 2.7593434954897607 468696
regimes 6 3.912023005428146 468852
regina 2 5.0106352940962555 468904
region 6 3.912023005428146 468924
regions 6 3.912023005428146 468976
regions.we 2 5.0106352940962555 469028
regression 12 3.2188758248682006 469048
regression.we 2 5.0106352940962555 469148
regret 14 3.0647251450409425 469168
regret.efficient 2 5.0106352940962555 469284
regrets 2 5.0106352940962555 469304
regular 4 4.31748811353631 469324
regularisation 2 5.0106352940962555 469360
regularised 2 5.0106352940962555 469380
regularization 28 2.371577964480997 469400
regularize 4 4.31748811353631 469628
regularizer 10 3.4011973816621555 469664
regularizing 6 3.912023005428146 469748
reinforce 2 5.0106352940962555 469800
reinforcement 97 1.1290714961528183 469820
reinforcement-learning 4 4.31748811353631 470600
reiterates 2 5.0106352940962555 470636
reject 3 4.605170185988092 470656
rejection 2 5.0106352940962555 470684
relate 8 3.624340932976365 470704
related 16 2.9311937524164198 470772
relatedly 2 5.0106352940962555 470904
relatedness 2 5.0106352940962555 470924
relating 4 4.31748811353631 470944
relation 6 3.912023005428146 470980
relational 6 3.912023005428146 471032
relations 6 3.912023005428146 471084
relationship 8 3.624340932976365 471136
relationships 8 3.624340932976365 471204
relative 10 3.4011973816621555 471272
relatively 10 3.4011973816621555 471356
relax 6 3.912023005428146 471440
relaxation 4 4.31748811353631 471492
relaxed 4 4.31748811353631 471528
relaxes 2 5.0106352940962555 471564
relay 3 4.605170185988092 471584
relaydiffusion 2 5.0106352940962555 471612
release 6 3.912023005428146 471632
released 12 3.2188758248682006 471684
relevance 8 3.624340932976365 471784
relevant 20 2.70805020110221 471852
reliability 2 5.0106352940962555 472016
reliable 2 5.0106352940962555 472036
reliably 6 3.912023005428146 472056
reliance 6 3.912023005428146 472108
reliant 4 4.31748811353631 472160
relied 2 5.0106352940962555 472196
relies 8 3.624340932976365 472216
relu 25 2.4849066497880004 472284
relus 2 5.0106352940962555 472488
rely 36 2.120263536200091 472508
relying 8 3.624340932976365 472800
remain 6 3.912023005428146 472868
remaining 4 4.31748811353631 472920
remains 34 2.17742195004004 472956
remarkable 16 2.9311937524164198 473232
remarkably 8 3.624340932976365 473364
remarks 2 5.0106352940962555 473432
remedy 4 4.31748811353631 473452
remember 2 5.0106352940962555 473488
remembering 2 5.0106352940962555 473508
reml-lab 2 5.0106352940962555 473528
removal 6 3.912023005428146 473548
remove 2 5.0106352940962555 473600
removed 2 5.0106352940962555 473620
removes 4 4.31748811353631 473640
removing 10 3.4011973816621555 473676
render 4 4.31748811353631 473760
rendering 2 5.0106352940962555 473796
renowned 2 5.0106352940962555 473816
rené 2 5.0106352940962555 473836
repair 5 4.0943445622221 473856
repaired 2 5.0106352940962555 473900
repairing 2 5.0106352940962555 473920
repairs 2 5.0106352940962555 473940
reparameterization 2 5.0106352940962555 473960
reparameterized 2 5.0106352940962555 473980
reparametrize 2 5.0106352940962555 474000
repeatedly 4 4.31748811353631 474020
repeating 6 3.912023005428146 474056
repeats 2 5.0106352940962555 474108
repetition 2 5.0106352940962555 474128
rephrased 2 5.0106352940962555 474148
replace 2 5.0106352940962555 474168
replaced 2 5.0106352940962555 474188
replacement 2 5.0106352940962555 474208
replacing 12 3.2188758248682006 474228
replay 5 4.0943445622221 474328
replicate 2 5.0106352940962555 474372
repobench 3 4.605170185988092 474392
repobench-c 2 5.0106352940962555 474420
repobench-p 2 5.0106352940962555 474440
repobench-r 2 5.0106352940962555 474460
report 8 3.624340932976365 474480
reported 2 5.0106352940962555 474548
reports 2 5.0106352940962555 474568
repositories 2 5.0106352940962555 474588
repository-level 3 4.605170185988092 474608
represent 30 2.302585092994046 474636
representation 82 1.297063227391948 474880
representation-building 2 5.0106352940962555 475540
representational 4 4.31748811353631 475560
representations 97 1.1290714961528183 475596
representations.consider 2 5.0106352940962555 476376
representations.ultra 2 5.0106352940962555 476396
representative 16 2.9311937524164198 476416
represented 10 3.4011973816621555 476548
representing 18 2.8134107167600364 476632
represents 18 2.8134107167600364 476780
reproduce 2 5.0106352940962555 476928
reproducible 2 5.0106352940962555 476948
repurpose 2 5.0106352940962555 476968
require 68 1.4842747694800944 476988
required 28 2.371577964480997 477536
requirement 2 5.0106352940962555 477764
requirements 14 3.0647251450409425 477784
requires 50 1.791759469228055 477900
requiring 20 2.70805020110221 478304
rescaled 4 4.31748811353631 478468
rescaling 2 5.0106352940962555 478504
rescue 2 5.0106352940962555 478524
research 60 1.6094379124341003 478544
researchers 10 3.4011973816621555 479028
resemble 2 5.0106352940962555 479112
resets 2 5.0106352940962555 479132
residency 2 5.0106352940962555 479152
resides 2 5.0106352940962555 479172
residual 11 3.3058872018578307 479192
residues 2 5.0106352940962555 479284
resilience 2 5.0106352940962555 479304
resiliency 2 5.0106352940962555 479324
resnet 4 4.31748811353631 479344
resnet-20 2 5.0106352940962555 479380
resnet-50 4 4.31748811353631 479400
resnet18 2 5.0106352940962555 479436
resnets 6 3.912023005428146 479456
resolution 12 3.2188758248682006 479508
resolution-dependent 2 5.0106352940962555 479608
resolutions 5 4.0943445622221 479628
resolve 4 4.31748811353631 479672
resolved 2 5.0106352940962555 479708
resolves 2 5.0106352940962555 479728
resort 4 4.31748811353631 479748
resorting 2 5.0106352940962555 479784
resource-constrained 4 4.31748811353631 479804
resources 8 3.624340932976365 479840
resourceshenighan 2 5.0106352940962555 479908
respect 12 3.2188758248682006 479928
respected 2 5.0106352940962555 480028
respective 8 3.624340932976365 480048
respectively 12 3.2188758248682006 480116
respectively.besides 2 5.0106352940962555 480216
respectively.this 2 5.0106352940962555 480236
respects 4 4.31748811353631 480256
respond 2 5.0106352940962555 480292
response 4 4.31748811353631 480312
responses 4 4.31748811353631 480348
rest 4 4.31748811353631 480384
restarting 2 5.0106352940962555 480420
restoration 3 4.605170185988092 480440
restoring 2 5.0106352940962555 480468
restrict 4 4.31748811353631 480488
restricted 4 4.31748811353631 480524
restricting 2 5.0106352940962555 480560
restriction 4 4.31748811353631 480580
restrictive 4 4.31748811353631 480616
result 48 1.8325814637483102 480652
resulting 40 2.0149030205422647 481040
results 180 0.5108256237659907 481364
results.in 2 5.0106352940962555 482808
retain 6 3.912023005428146 482828
retaining 4 4.31748811353631 482880
rethinking 2 5.0106352940962555 482916
retrain 2 5.0106352940962555 482936
retraining 12 3.2188758248682006 482956
retrieval 25 2.4849066497880004 483056
retrieval-and 2 5.0106352940962555 483260
retrieval-augmented 5 4.0943445622221 483280
retrieve 6 3.912023005428146 483324
retrieved 4 4.31748811353631 483376
retrieves 2 5.0106352940962555 483412
retrieving 2 5.0106352940962555 483432
retro 2 5.0106352940962555 483452
retro-fallback 3 4.605170185988092 483472
retrosynthesis 2 5.0106352940962555 483500
retrosynthetic 2 5.0106352940962555 483520
return 8 3.624340932976365 483540
returns 4 4.31748811353631 483608
reusable 2 5.0106352940962555 483644
reveal 16 2.9311937524164198 483664
revealed 2 5.0106352940962555 483796
revealing 10 3.4011973816621555 483816
reveals 12 3.2188758248682006 483900
reverse 2 5.0106352940962555 484000
review 48 1.8325814637483102 484020
review.figure 2 5.0106352940962555 484408
revisited 2 5.0106352940962555 484428
revisiting 2 5.0106352940962555 484448
reward 29 2.336486644669727 484468
reward-annotated 2 5.0106352940962555 484704
reward-consistent 3 4.605170185988092 484724
rewarded 2 5.0106352940962555 484752
rewarding 2 5.0106352940962555 484772
rewards 16 2.9311937524164198 484792
rewards.existing 2 5.0106352940962555 484924
rewards.the 2 5.0106352940962555 484944
rewind 2 5.0106352940962555 484964
rewinding 4 4.31748811353631 484984
rewire 2 5.0106352940962555 485020
rewiring 3 4.605170185988092 485040
rewound 2 5.0106352940962555 485068
rfnet 2 5.0106352940962555 485088
riccardo 2 5.0106352940962555 485108
rich 16 2.9311937524164198 485128
richer 2 5.0106352940962555 485260
ridge 4 4.31748811353631 485280
riemannian 10 3.4011973816621555 485316
right 8 3.624340932976365 485400
rigid 2 5.0106352940962555 485468
rigor 2 5.0106352940962555 485488
rigorous 6 3.912023005428146 485508
rigter 2 5.0106352940962555 485560
rise 8 3.624340932976365 485580
rising 2 5.0106352940962555 485648
risk 21 2.659260036932778 485668
risks 7 3.7578723256008875 485840
risks-such 2 5.0106352940962555 485900
risky 4 4.31748811353631 485920
rival 2 5.0106352940962555 485956
rl 26 2.445685936634719 485976
rl-based 2 5.0106352940962555 486188
rl.our 2 5.0106352940962555 486208
rl2 2 5.0106352940962555 486228
rlhf 3 4.605170185988092 486248
rmse 2 5.0106352940962555 486276
rmwggis 2 5.0106352940962555 486296
rnns 6 3.912023005428146 486316
roast 2 5.0106352940962555 486368
roberta 2 5.0106352940962555 486388
robo-adapters 2 5.0106352940962555 486408
robot 8 3.624340932976365 486428
robotic 10 3.4011973816621555 486496
robotics 8 3.624340932976365 486580
robots 6 3.912023005428146 486648
robust 51 1.7719568419318754 486700
robustfill 2 5.0106352940962555 487112
robustifying 2 5.0106352940962555 487132
robustly 4 4.31748811353631 487152
robustness 41 1.9902104079518932 487188
robustness.this 2 5.0106352940962555 487520
robustness.to 2 5.0106352940962555 487540
role 24 2.5257286443082556 487560
role.as 2 5.0106352940962555 487756
roles 2 5.0106352940962555 487776
rolled 2 5.0106352940962555 487796
rombach 2 5.0106352940962555 487816
rome 2 5.0106352940962555 487836
room 6 3.912023005428146 487856
root 6 3.912023005428146 487908
roots 2 5.0106352940962555 487960
rosca 2 5.0106352940962555 487980
rostami 2 5.0106352940962555 488000
rotary 2 5.0106352940962555 488020
rotated 2 5.0106352940962555 488040
rotation 8 3.624340932976365 488060
rotations 4 4.31748811353631 488128
rotmanmi 2 5.0106352940962555 488164
rouge 2 5.0106352940962555 488184
roughly 2 5.0106352940962555 488204
round 4 4.31748811353631 488224
rounds 4 4.31748811353631 488260
route 2 5.0106352940962555 488296
routine 2 5.0106352940962555 488316
routines 2 5.0106352940962555 488336
row 1 5.703782474656201 488356
rows 2 5.0106352940962555 488368
rps 2 5.0106352940962555 488388
rt 2 5.0106352940962555 488408
rtx 1 5.703782474656201 488428
rubin 2 5.0106352940962555 488440
ruggero 2 5.0106352940962555 488460
rule 3 4.605170185988092 488480
rule-based 2 5.0106352940962555 488508
rules 4 4.31748811353631 488528
run 2 5.0106352940962555 488564
run-time 2 5.0106352940962555 488584
runge-kutta 2 5.0106352940962555 488604
running 2 5.0106352940962555 488624
runtime 6 3.912023005428146 488644
russo 2 5.0106352940962555 488696
rust 2 5.0106352940962555 488716
rémi 2 5.0106352940962555 488736
rényi 2 5.0106352940962555 488756
rüschendorf 2 5.0106352940962555 488776
s 119 0.9246589815446716 488796
s. 1 5.703782474656201 489752
sacrificing 4 4.31748811353631 489764
saddle 2 5.0106352940962555 489800
safe 11 3.3058872018578307 489820
safedreamer 3 4.605170185988092 489912
safer 4 4.31748811353631 489940
saferl 2 5.0106352940962555 489976
safest 2 5.0106352940962555 489996
safety 16 2.9311937524164198 490016
safety-critical 2 5.0106352940962555 490148
safety-gymnasium 2 5.0106352940962555 490168
safran 2 5.0106352940962555 490188
saga 2 5.0106352940962555 490208
said 2 5.0106352940962555 490228
sales.these 2 5.0106352940962555 490248
salesforce 4 4.31748811353631 490268
salesforce.com 2 5.0106352940962555 490304
salg 2 5.0106352940962555 490324
salient 2 5.0106352940962555 490344
sam 2 5.0106352940962555 490364
same 72 1.4271163556401458 490384
sample 59 1.6262450307504817 490964
sample-efficiency 7 3.7578723256008875 491440
sample-efficient 7 3.7578723256008875 491500
sampled 21 2.659260036932778 491560
sampleefficiency.notably 2 5.0106352940962555 491732
sampler 6 3.912023005428146 491752
samples 55 1.69644928942373 491804
samples.however 2 5.0106352940962555 492248
samples.in 2 5.0106352940962555 492268
samples.our 2 5.0106352940962555 492288
sampling 61 1.5929086104828898 492308
sampling.experiments 2 5.0106352940962555 492800
samuli 2 5.0106352940962555 492820
san 4 4.31748811353631 492840
sandbox 2 5.0106352940962555 492876
sanjoy 2 5.0106352940962555 492896
sans 2 5.0106352940962555 492916
santambrogio 2 5.0106352940962555 492936
santhanam 2 5.0106352940962555 492956
santurkar 2 5.0106352940962555 492976
sapa 2 5.0106352940962555 492996
saraghazanfari 2 5.0106352940962555 493016
satisfaction 3 4.605170185988092 493036
satisfaction.motivated 2 5.0106352940962555 493064
satisfaction.we 2 5.0106352940962555 493084
satisfactory 2 5.0106352940962555 493104
satisfied 2 5.0106352940962555 493124
satisfies 4 4.31748811353631 493144
satisfy 6 3.912023005428146 493180
satisfying 8 3.624340932976365 493232
saturated 2 5.0106352940962555 493300
saturating 2 5.0106352940962555 493320
sauer 2 5.0106352940962555 493340
saurav 2 5.0106352940962555 493360
savarese 2 5.0106352940962555 493380
saved 2 5.0106352940962555 493400
savi 2 5.0106352940962555 493420
say 3 4.605170185988092 493440
scaffold 4 4.31748811353631 493468
scaffolds 2 5.0106352940962555 493504
scalability 14 3.0647251450409425 493524
scalable 24 2.5257286443082556 493640
scalar.given 2 5.0106352940962555 493836
scale 38 2.0661963149298153 493856
scale-insensitive 2 5.0106352940962555 494164
scale.modular 2 5.0106352940962555 494184
scaled 4 4.31748811353631 494204
scales 16 2.9311937524164198 494240
scaling 19 2.7593434954897607 494372
scanrefer 2 5.0106352940962555 494528
scarce 2 5.0106352940962555 494548
scarcity 2 5.0106352940962555 494568
scargle 2 5.0106352940962555 494588
scenario 14 3.0647251450409425 494608
scenarios 30 2.302585092994046 494724
scenarios.notably 2 5.0106352940962555 494968
scenarios.to 2 5.0106352940962555 494988
scene 14 3.0647251450409425 495008
scene-level 2 5.0106352940962555 495124
scenelevel 2 5.0106352940962555 495144
scenes 8 3.624340932976365 495164
schedule 4 4.31748811353631 495232
schedules 4 4.31748811353631 495268
schemata 2 5.0106352940962555 495304
scheme 20 2.70805020110221 495324
schemes 12 3.2188758248682006 495488
schemes.in 2 5.0106352940962555 495588
schmidt 2 5.0106352940962555 495608
schneider 2 5.0106352940962555 495628
school 2 5.0106352940962555 495648
science 2 5.0106352940962555 495668
sciences 2 5.0106352940962555 495688
scientific 2 5.0106352940962555 495708
scope 6 3.912023005428146 495728
score 19 2.7593434954897607 495780
score-based 2 5.0106352940962555 495936
score.our 2 5.0106352940962555 495956
scores 10 3.4011973816621555 495976
scraped 2 5.0106352940962555 496060
scratch 8 3.624340932976365 496080
scratch.this 2 5.0106352940962555 496148
scrna 2 5.0106352940962555 496168
sdes 5 4.0943445622221 496188
sds 2 5.0106352940962555 496232
seamless 4 4.31748811353631 496252
seamlessly 10 3.4011973816621555 496288
search 32 2.2380465718564744 496372
search-control 3 4.605170185988092 496632
search.furthermore 2 5.0106352940962555 496660
searchcontrol 2 5.0106352940962555 496680
searching 10 3.4011973816621555 496700
seasonal 2 5.0106352940962555 496784
sec 2 5.0106352940962555 496804
second 44 1.91959284073794 496824
second-order 5 4.0943445622221 497180
secondly 2 5.0106352940962555 497224
secret 6 3.912023005428146 497244
section 16 2.9311937524164198 497296
sections 2 5.0106352940962555 497428
secure 2 5.0106352940962555 497448
security 3 4.605170185988092 497468
see 10 3.4011973816621555 497496
seefig 2 5.0106352940962555 497580
seefigure 2 5.0106352940962555 497600
seeing 2 5.0106352940962555 497620
seek 4 4.31748811353631 497640
seeking 2 5.0106352940962555 497676
seeks 8 3.624340932976365 497696
seem 4 4.31748811353631 497764
seemingly 8 3.624340932976365 497800
seems 2 5.0106352940962555 497868
seen 24 2.5257286443082556 497888
seer 5 4.0943445622221 498084
seervideodiffusion.github.io 2 5.0106352940962555 498128
sees 2 5.0106352940962555 498148
seetable 2 5.0106352940962555 498168
segmentation 11 3.3058872018578307 498188
segmentation-based 2 5.0106352940962555 498280
select 4 4.31748811353631 498300
selected 6 3.912023005428146 498336
selecting 6 3.912023005428146 498388
selection 20 2.70805020110221 498440
selection-based 2 5.0106352940962555 498604
selection-inference 3 4.605170185988092 498624
selectively 2 5.0106352940962555 498652
selectors 2 5.0106352940962555 498672
selects 4 4.31748811353631 498692
self 4 4.31748811353631 498728
self-attention 4 4.31748811353631 498764
self-attentive 4 4.31748811353631 498800
self-concordant 2 5.0106352940962555 498836
self-consistency 3 4.605170185988092 498856
self-consistent 2 5.0106352940962555 498884
self-contrast 2 5.0106352940962555 498904
self-distillation 3 4.605170185988092 498924
self-instruct 2 5.0106352940962555 498952
self-similar 2 5.0106352940962555 498972
self-supervised 18 2.8134107167600364 498992
self-supervision 2 5.0106352940962555 499140
self-terminating 3 4.605170185988092 499160
self-training 3 4.605170185988092 499188
selfcipher 2 5.0106352940962555 499216
selfsupervised 2 5.0106352940962555 499236
semantic 25 2.4849066497880004 499256
semantically 4 4.31748811353631 499460
semantically-aware 2 5.0106352940962555 499496
semantically-identical 2 5.0106352940962555 499516
semantically-lossless 2 5.0106352940962555 499536
semantics 12 3.2188758248682006 499556
semantics-preserving 2 5.0106352940962555 499656
semi-algebraic 2 5.0106352940962555 499676
semi-parametric 2 5.0106352940962555 499696
semi-supervised 12 3.2188758248682006 499716
seminal 2 5.0106352940962555 499816
sending 2 5.0106352940962555 499836
sener 2 5.0106352940962555 499856
senior 4 4.31748811353631 499876
sense 12 3.2188758248682006 499912
sense.llms 2 5.0106352940962555 500012
sensetime 2 5.0106352940962555 500032
sensitive 15 2.995732273553991 500052
sensitivity 9 3.506557897319982 500176
sensitivity-based 2 5.0106352940962555 500252
sensor 4 4.31748811353631 500272
sensorimotor 2 5.0106352940962555 500308
sensory 2 5.0106352940962555 500328
sent 2 5.0106352940962555 500348
sentence 7 3.7578723256008875 500368
sentences 2 5.0106352940962555 500428
sentences.this 2 5.0106352940962555 500448
sentiment 4 4.31748811353631 500468
sep 4 4.31748811353631 500504
separability 2 5.0106352940962555 500540
separate 8 3.624340932976365 500560
separated 6 3.912023005428146 500628
separately 6 3.912023005428146 500680
separately.noise 2 5.0106352940962555 500732
separating 2 5.0106352940962555 500752
separation 7 3.7578723256008875 500772
separation-why 2 5.0106352940962555 500832
seq2seq 4 4.31748811353631 500852
sequence 36 2.120263536200091 500888
sequence-level 2 5.0106352940962555 501180
sequence-to-sequence 2 5.0106352940962555 501200
sequence.published 2 5.0106352940962555 501220
sequences 22 2.6127400212978853 501240
sequences.in 2 5.0106352940962555 501420
sequential 10 3.4011973816621555 501440
sequentially 6 3.912023005428146 501524
serge 2 5.0106352940962555 501576
sergey 2 5.0106352940962555 501596
serial 2 5.0106352940962555 501616
series 34 2.17742195004004 501636
seriously 2 5.0106352940962555 501912
serve 16 2.9311937524164198 501932
server 4 4.31748811353631 502064
servergrade 2 5.0106352940962555 502100
serves 4 4.31748811353631 502120
serving 4 4.31748811353631 502156
sesame 2 5.0106352940962555 502192
set 53 1.7334905611040792 502212
sets 31 2.2697952701710546 502640
setting 48 1.8325814637483102 502892
setting-prompting 2 5.0106352940962555 503280
setting.published 2 5.0106352940962555 503300
setting.related 2 5.0106352940962555 503320
setting.the 2 5.0106352940962555 503340
settings 52 1.7525387560747736 503360
settings.in 2 5.0106352940962555 503780
settings.instead 2 5.0106352940962555 503800
settings.this 4 4.31748811353631 503820
settings.when 2 5.0106352940962555 503856
settingsgoli 2 5.0106352940962555 503876
setup 10 3.4011973816621555 503896
setup.we 2 5.0106352940962555 503980
setups 4 4.31748811353631 504000
several 78 1.3470736479666094 504036
severe 8 3.624340932976365 504664
severely 6 3.912023005428146 504732
sfda 4 4.31748811353631 504784
sfid 2 5.0106352940962555 504820
sg-mcmc 2 5.0106352940962555 504840
sgd 28 2.371577964480997 504860
sgd-type 2 5.0106352940962555 505088
shafiullah 2 5.0106352940962555 505108
shahid 2 5.0106352940962555 505128
shakir 2 5.0106352940962555 505148
shall 4 4.31748811353631 505168
shallow 4 4.31748811353631 505204
shallower 4 4.31748811353631 505240
sham 2 5.0106352940962555 505276
shamir 4 4.31748811353631 505296
shannon 2 5.0106352940962555 505332
shap 3 4.605170185988092 505352
shape 13 3.138833117194664 505380
shaped 4 4.31748811353631 505488
shapes 4 4.31748811353631 505524
sharath-girish 2 5.0106352940962555 505560
share 10 3.4011973816621555 505580
shared 14 3.0647251450409425 505664
sharing 4 4.31748811353631 505780
sharp 13 3.138833117194664 505816
sharpness 4 4.31748811353631 505924
sharpness-aware 6 3.912023005428146 505960
sheared 2 5.0106352940962555 506012
sheared-llama 2 5.0106352940962555 506032
shed 6 3.912023005428146 506052
shedding 2 5.0106352940962555 506104
sheds 4 4.31748811353631 506124
shells 2 5.0106352940962555 506160
shelve 2 5.0106352940962555 506180
sherman 2 5.0106352940962555 506200
shift 23 2.5682882587270512 506220
shifted 2 5.0106352940962555 506408
shifts 17 2.870569130599985 506428
shoeybi 2 5.0106352940962555 506568
shops 2 5.0106352940962555 506588
short 10 3.4011973816621555 506608
short-term 6 3.912023005428146 506692
short-text 2 5.0106352940962555 506744
shortcoming 2 5.0106352940962555 506764
shortcomings 6 3.912023005428146 506784
shortcomings.in 2 5.0106352940962555 506836
shorter 4 4.31748811353631 506856
shot 2 5.0106352940962555 506892
should 32 2.2380465718564744 506912
show 278 0.07616136096556395 507172
showcase 8 3.624340932976365 509400
showcasing 2 5.0106352940962555 509468
showed 2 5.0106352940962555 509488
showing 28 2.371577964480997 509508
showlab 2 5.0106352940962555 509736
shown 50 1.791759469228055 509756
shows 28 2.371577964480997 510160
shrinkage 2 5.0106352940962555 510388
si 2 5.0106352940962555 510408
siam 2 5.0106352940962555 510428
siamese 2 5.0106352940962555 510448
side 10 3.4011973816621555 510468
side-channel 2 5.0106352940962555 510552
sieve 2 5.0106352940962555 510572
sight 2 5.0106352940962555 510592
sign 2 5.0106352940962555 510612
signal 10 3.4011973816621555 510632
signal-finding 2 5.0106352940962555 510716
signal-heavy 2 5.0106352940962555 510736
signal-to-noise 2 5.0106352940962555 510756
signals 14 3.0647251450409425 510776
signals.at 2 5.0106352940962555 510892
significance 2 5.0106352940962555 510912
significant 46 1.875141078167106 510932
significantly 96 1.1394342831883648 511304
sim-to-real 2 5.0106352940962555 512076
similar 42 1.9661128563728327 512096
similarities 2 5.0106352940962555 512436
similarity 20 2.70805020110221 512456
similarly 10 3.4011973816621555 512620
simoncelli 2 5.0106352940962555 512704
simple 102 1.07880966137193 512724
simpler 6 3.912023005428146 513544
simplest 2 5.0106352940962555 513596
simplicity 14 3.0647251450409425 513616
simplification 2 5.0106352940962555 513732
simplified 4 4.31748811353631 513752
simplifies 2 5.0106352940962555 513788
simplify 2 5.0106352940962555 513808
simplifying 2 5.0106352940962555 513828
simply 22 2.6127400212978853 513848
simulated 12 3.2188758248682006 514028
simulating 2 5.0106352940962555 514128
simulation 15 2.995732273553991 514148
simulations 4 4.31748811353631 514272
simulations.from 2 5.0106352940962555 514308
simulator 2 5.0106352940962555 514328
simulators.we 2 5.0106352940962555 514348
simultaneous 4 4.31748811353631 514368
simultaneously 22 2.6127400212978853 514404
simultaneously.extensive 2 5.0106352940962555 514584
sin 3 4.605170185988092 514604
since 34 2.17742195004004 514632
singal 2 5.0106352940962555 514908
singer 2 5.0106352940962555 514928
single 46 1.875141078167106 514948
single-cell 2 5.0106352940962555 515320
single-file 2 5.0106352940962555 515340
single-image 2 5.0106352940962555 515360
single-layer 2 5.0106352940962555 515380
single-loop 4 4.31748811353631 515400
single-step 2 5.0106352940962555 515436
singleinput 2 5.0106352940962555 515456
singular 3 4.605170185988092 515476
sites 2 5.0106352940962555 515504
sites.google.com 4 4.31748811353631 515524
situation 2 5.0106352940962555 515560
six 3 4.605170185988092 515580
sizable 4 4.31748811353631 515608
size 43 1.9425823589626385 515644
sizes 18 2.8134107167600364 515992
skeleton 2 5.0106352940962555 516140
skepticism 2 5.0106352940962555 516160
sketch 3 4.605170185988092 516180
skewed 2 5.0106352940962555 516208
skewiou 2 5.0106352940962555 516228
skewness 2 5.0106352940962555 516248
skews 2 5.0106352940962555 516268
skill 5 4.0943445622221 516288
skills 4 4.31748811353631 516332
skin 2 5.0106352940962555 516368
skip 3 4.605170185988092 516388
sl 2 5.0106352940962555 516416
slac 2 5.0106352940962555 516436
slice 2 5.0106352940962555 516456
sliced 5 4.0943445622221 516476
slicing 4 4.31748811353631 516520
slightly 10 3.4011973816621555 516556
slot 2 5.0106352940962555 516640
sloth 2 5.0106352940962555 516660
slots 4 4.31748811353631 516680
slow 21 2.659260036932778 516716
slower 2 5.0106352940962555 516888
slowly-learned 2 5.0106352940962555 516908
small 73 1.41332303350781 516928
small-batch 2 5.0106352940962555 517516
small-data 2 5.0106352940962555 517536
small-dense 2 5.0106352940962555 517556
small-error 2 5.0106352940962555 517576
small-sample 2 5.0106352940962555 517596
small-size 2 5.0106352940962555 517616
small-to 2 5.0106352940962555 517636
smaller 30 2.302585092994046 517656
smallest 4 4.31748811353631 517900
smart 2 5.0106352940962555 517936
smcdiff 2 5.0106352940962555 517956
smooth 20 2.70805020110221 517976
smoothed 6 3.912023005428146 518140
smoother 4 4.31748811353631 518192
smoothing 8 3.624340932976365 518228
